Mon_Jun__1_18:20:01_PDT_2009|ramaati-wxp01|10.19.222.6|54|452|2009-06-01 18:19:55.333|The process 'C:\WINDOWS\explorer.exe' (as user CISCO\ramaati) attempted to initiate a connection as a client on TCP port 80 to 65.55.11.179 using interface Wired\Intel(R) PRO/1000 PL Network Connection. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|hjung-wxp01|64.104.219.202|1844|78|2009-06-02 11:19:31.623|The process 'C:\Program Files\Microsoft Office\OFFICE11\OUTLOOK.EXE' (as user CISCO\hjung) attempted to access 'C:\WINDOWS\Downloaded Program Files\WebEx\824\atasnt40.DLL'. The attempted access was an open. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|zhedeng-wxp03|72.163.225.107|50|755|2009-06-02 09:18:57.607|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|jokaul-wxp|10.21.114.126|1883|547|2009-06-01 18:18:48.953|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function LoadLibraryExW("C:\WINDOWS\system32\CSAUSER.DLL") from a buffer (the return address was 0x5507507b). The code at this address is '10508b45 0c508b45 0850ff15 e4ea0955 8bd885db 74113bf3 740df645 10027507' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|jokaul-wxp|10.21.114.126|46|762|2009-06-01 18:18:41.077|Kernel functionality has been modified by the module C:\WINDOWS\system32\DRIVERS\ati2mtag.sys. The module 'C:\WINDOWS\system32\DRIVERS\ati2mtag.sys'  is used by hardware interrupts.  The specified action was taken to set detected rootkit as Untrusted.
Mon_Jun__1_18:20:01_PDT_2009|hocopest-wxp|10.86.247.173|1691|833|2009-06-01 12:01:48.280|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\hmarasco) attempted to access a resource which resulted in the user being asked the following question. 'A process is attempting to invoke C:\Program Files\Internet Explorer\iedw.exe, which has not previously been seen on this system. Do you wish to allow this?' The user was queried and a 'No' response was received. The response was the default taken after a timeout.
Mon_Jun__1_18:20:01_PDT_2009|atammana-wxp|10.21.114.107|50|755|2009-06-01 18:18:36.250|The process 'C:\WINDOWS\system32\services.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module 'C:\WINDOWS\system32\vsdatant.sys' after boot time. The operation was allowed by a rule (rule 10).
Mon_Jun__1_18:20:01_PDT_2009|atammana-wxp|10.21.114.107|1883|547|2009-06-01 18:18:23.140|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function LoadLibraryExW("C:\WINDOWS\system32\CSAUSER.DLL") from a buffer (the return address was 0x5507507b). The code at this address is '10508b45 0c508b45 0850ff15 e4ea0955 8bd885db 74113bf3 740df645 10027507' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|atammana-wxp|10.21.114.107|1891|179|2009-06-02 01:18:01.000|The 'System Error' service logged event code 1003 into the system event log: Error code 0000000a, parameter1 00000016, parameter2 0000001c, parameter3 00000000, parameter4 804fa13e.
Mon_Jun__1_18:20:01_PDT_2009|atammana-wxp|10.21.114.107|1883|547|2009-06-01 18:17:04.640|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function LoadLibraryExW("C:\WINDOWS\system32\mpnotify.exe") from a buffer (the return address was 0x5507507b). The code at this address is '10508b45 0c508b45 0850ff15 e4ea0955 8bd885db 74113bf3 740df645 10027507' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|atammana-wxp|10.21.114.107|1883|547|2009-06-01 17:29:24.483|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function OpenProcess("System") from a buffer (the return address was 0x465b2809). The code at this address is 'ffff306a 0068ff0f 1f00ff15 58130001 8bf885ff 0f84ab00 00008d85 e8fdffff' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|olwagner-wxp02|10.68.20.127|-1|438|2009-06-02 03:19:19.277|The process 'C:\Program Files\Cisco Systems\CEPS\CEPSWatch.exe' (process id 14092) has been dumped into 'C:\Program Files\Cisco Systems\CSAgent\log\CEPSWatch.dmp' on the agent system. This dump file may be useful to technical support to determine whether a previous event was a true positive or a false positive.
Mon_Jun__1_18:20:01_PDT_2009|olwagner-wxp02|10.68.20.127|1922|558|2009-06-02 03:19:19.137|The process 'C:\Program Files\Cisco Systems\CEPS\CEPSWatch.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function ProtectVirtualMemory from a buffer (the return address was 0x32000c). The code at this address is '680f0032 00b87b1d 807cffd0 c2040043 3a5c5072 6f677261 6d204669 6c65735c 436f6d6d 6f6e2046 696c6573 5c4c6f67 69736872 645c4c56 4d56464d 5c4c5650' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack. The operation was denied and process terminated.
Mon_Jun__1_18:20:01_PDT_2009|slemalu-wxp03|171.71.11.119|1925|534|2009-06-01 18:17:20.493|The process 'C:\Program Files\Internet Explorer\iexplore.exe' (as user CISCO\slemalu) attempted to insert code ('C:\WINDOWS\system32\mshtml.dll') into another process. All processes were targeted. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|vpurushe-wxp|10.21.88.72|50|755|2009-06-01 18:18:20.203|The process 'C:\WINDOWS\system32\services.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module 'C:\WINDOWS\system32\vsdatant.sys' after boot time. The operation was allowed by a rule (rule 10).
Mon_Jun__1_18:20:01_PDT_2009|main.democisco.com|null|1966|679|2009-06-02 06:50:36.437|A packet with ICMP configuration was detected. Reason: ICMP configuration code using interface Wired\VMware Accelerated AMD PCNet Adapter. ICMP: 10.1.1.1->10.1.1.20 type redirect/00. The operation was allowed by a rule (rule defaults).
Mon_Jun__1_18:20:01_PDT_2009|vwenkuo-wxp03|64.104.120.81|882|207|2009-06-02 09:19:29.953|The current application 'C:\WINDOWS\explorer.exe' (as user VWENKUO-WXP03\vwenkuo) attempted to execute the new application 'C:\WINDOWS\system32\msiexec.exe'. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|vwenkuo-wxp03|64.104.120.81|882|833|2009-06-02 09:19:29.953|The process 'C:\WINDOWS\explorer.exe' (as user VWENKUO-WXP03\vwenkuo) attempted to access a resource which resulted in the user being asked the following question. 'C:\WINDOWS\explorer.exe is attempting to invoke an install program. Are you intentionally installing/uninstalling software?' The user was queried and a 'Yes' response was received.
Mon_Jun__1_18:20:01_PDT_2009|aclos-wxp|64.102.36.252|50|755|2009-06-01 21:19:27.107|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|zschaefe-wxp06|64.102.36.242|50|755|2009-06-01 21:19:27.097|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|pakruger-wxp|64.102.36.239|50|755|2009-06-01 21:19:27.153|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|jawheele-wxp02|172.23.115.23|50|755|2009-06-01 18:19:26.467|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|dachan2-wxp02|172.23.115.25|50|755|2009-06-01 18:19:26.360|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|chgianni-wxp03|161.44.67.222|1922|547|2009-06-01 21:19:26.513|The process 'C:\Program Files\VMware\Infrastructure\Virtual Infrastructure Client\Launcher\VpxClient.exe' (as user CISCO\chgianni) attempted to call the function ResetWriteWatch from a buffer (the return address was 0x6dba003). The code at this address is '80bbf98b f08bcee8 a0f0b75c 8bc65ec3 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|azmatloo-wxp|128.107.135.155|1883|547|2009-06-01 18:19:24.293|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function LoadLibraryExW("C:\WINDOWS\system32\userinit.exe") from a buffer (the return address was 0x5507507b). The code at this address is '10508b45 0c508b45 0850ff15 e4ea0955 8bd885db 74113bf3 740df645 10027507' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|aneir-wxp|171.71.121.248|50|755|2009-06-01 18:19:20.387|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|ekoplovi-wxp01|64.103.112.61|50|755|2009-06-02 04:19:20.700|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|547|2009-06-01 18:19:12.187|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to call the function VirtualFree from a buffer (the return address was 0x15bdf2da). The code at this address is '83c41068 00800000 6a0057e8 deb7f2ff 8b7c2414 33c08d1b 8a1c078a c880c108' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|547|2009-06-01 18:19:12.187|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to call the function VirtualAlloc from a buffer (the return address was 0x15be05b3). The code at this address is '006a4068 00300000 6a7856e8 20ddf2ff 8943148b 5b143bde e8e328fe ff8afa07' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|547|2009-06-01 18:19:10.580|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to call the function VirtualProtect from a buffer (the return address was 0x15be7c72). The code at this address is '00005189 9c240401 0000ff15 ec10a915 3bc67525 e82395f8 ff2d0000 7069cb08' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|547|2009-06-01 18:19:03.487|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to call the function CreateThread from a buffer (the return address was 0x13999e77). The code at this address is '13ff15c8 079c1389 45e4c745 f4010000 008d45f4 508b55e4 8b4df0e8 bd03f967 8d65f85e 5f5dc300 00000000 00000000 00c0cd98 133076a7 11558bec 50894dfc' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|833|2009-06-01 18:19:03.017|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to access a resource which resulted in the user being asked the following question. 'The process C:\Program Files\Internet Explorer\IEXPLORE.EXE is attempting to invoke a system function from a buffer. Do you wish to allow this?' The user was queried and a 'Yes' response was received.
Mon_Jun__1_18:20:01_PDT_2009|raugupta-wxp|10.21.67.168|1922|547|2009-06-01 18:19:03.017|The process 'C:\Program Files\Internet Explorer\IEXPLORE.EXE' (as user CISCO\raugupta) attempted to call the function CreateFileW("C:\Documents and Settings\raugupta\Local Settings\Application Data\Microsoft\Silverlight\is\lock.dat") from a buffer (the return address was 0x1005bde8). The code at this address is '0800f643 045f754f 8b46088b 4014ff10 50e83340 8b6c8983 d0000000 58804edc' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|tendres-wxp|64.102.36.208|50|755|2009-06-01 21:19:14.700|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|yayuan-wxp|72.163.225.118|50|755|2009-06-02 09:19:10.890|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|yayuan-wxp|72.163.225.118|1922|547|2009-06-02 09:19:02.860|The process 'C:\Program Files\Microsoft Office\Office12\OUTLOOK.EXE' (as user CISCO\yayuan) attempted to call the function VirtualProtect from a buffer (the return address was 0x7ff1d1f9). The code at this address is '6a406a08 8b45b850 8b4d088b 515cffd2 8945b083 7db00075 0433c0eb 4e6a008b' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|ljepsen-wxp|64.100.233.125|50|755|2009-06-01 21:19:14.677|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|jyarbrou-wxp06|64.102.36.216|50|755|2009-06-01 21:19:14.697|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|vicksmit-wxp|10.70.231.233|50|755|2009-06-01 18:19:01.250|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|haalio-wxp01|10.70.231.235|50|755|2009-06-02 05:18:52.327|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule defaults).
Mon_Jun__1_18:20:01_PDT_2009|jkkim-wxp|10.70.231.225|50|755|2009-06-02 10:18:51.093|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|pravm-wxp01|72.163.180.159|1922|547|2009-06-02 06:48:52.020|The process 'C:\Program Files\Spirent Communications\Spirent TestCenter 2.32\Spirent TestCenter Application\TestCenter.exe' (as user CISCO\pravm) attempted to call the function CreateThread from a buffer (the return address was 0xc57632f). The code at this address is '0004ac58 0c28135b 0ce8fb07 e06c8bc8 8b410485 c07f118b d133c9e8 b9e48f6d 8bc8e8ca 0be36cc3 488bd03b 5104731d 0fb74451 080597eb ffff25ff ff00003b' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|soshi-wxp|72.163.225.87|50|755|2009-06-02 09:18:55.687|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|ztariq-wxp01|10.86.247.161|50|755|2009-06-01 21:18:06.013|The process 'C:\WINDOWS\system32\services.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module 'C:\WINDOWS\system32\vsdatant.sys' after boot time. The operation was allowed by a rule (rule 10).
Mon_Jun__1_18:20:01_PDT_2009|nilapate-wxp01|null|1690|774|2009-06-01 21:18:55.280|The process 'C:\Program Files\Altiris\Altiris Agent\Software Delivery\{A19048CB-6042-460B-9465-A2EE4510C3F9}\cache\SNData2.exe' (as user NT AUTHORITY\SYSTEM) attempted to access physical memory. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|tochoy-wxp02|10.70.231.154|50|755|2009-06-02 10:17:08.880|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|byahn-wxp02|64.104.104.155|2044|653|2009-06-02 10:17:59.167|The process 'C:\Program Files\SoftRun\NoPhishing\NoPhishing.exe' (as user CISCO\byahn) attempted to modify a Cisco Security Agent resource Cisco process C:\Program Files\Cisco Systems\CSAgent\bin\CSAControl.exe. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|glwu-wxp|64.104.100.167|1872|521|2009-06-02 09:12:21.567|The process 'C:\Program Files\WebEx\atmgr.exe' (as user CISCO\glwu) attempted to capture all keystrokes. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|glwu-wxp|64.104.100.167|1877|684|2009-06-02 09:09:45.227|The process 'C:\Program Files\WebEx\atmgr.exe' (as user CISCO\glwu) attempted to start capturing media input from SoundMAX Integrated Digital HD Audio\Microphone The input was of type audio. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|glwu-wxp|64.104.100.167|1845|207|2009-06-02 09:09:20.647|The current application 'C:\Program Files\WebEx\atmgr.exe' (as user CISCO\glwu) attempted to execute the new application 'C:\Program Files\WebEx\atcliun.exe'. The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|utility1|172.20.34.172|50|755|2009-06-01 18:36:14.517|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|joliu-wxp01|10.21.83.102|50|755|2009-06-01 18:18:16.483|The process 'C:\WINDOWS\system32\services.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module 'C:\WINDOWS\system32\vsdatant.sys' after boot time. The operation was allowed by a rule (rule 10).
Mon_Jun__1_18:20:01_PDT_2009|joliu-wxp01|10.21.83.102|46|762|2009-06-01 18:12:59.687|Kernel functionality has been modified by the module C:\WINDOWS\system32\DRIVERS\ati2mtag.sys. The module 'C:\WINDOWS\system32\DRIVERS\ati2mtag.sys'  is used by hardware interrupts.  The specified action was taken to set detected rootkit as Untrusted.
Mon_Jun__1_18:20:01_PDT_2009|bavila-wxp|171.71.121.127|50|755|2009-06-01 18:18:35.110|The process 'C:\WINDOWS\System32\smss.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module '\SystemRoot\System32\win32k.sys' after boot time. The operation was allowed by a rule (rule 676).
Mon_Jun__1_18:20:01_PDT_2009|SH-WINDOWS-TEST|10.74.49.175|1883|547|2009-06-02 08:13:34.877|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function OpenProcess("System") from a buffer (the return address was 0x3fb32d85). The code at this address is 'ffff306a 0068ff0f 1f00ff15 58130001 8bf885ff 0f84ab00 00008d85 e8fdffff' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|ciantony-wxp|10.76.27.142|51|448|2009-06-02 06:48:33.857|The process 'System' (as user NT AUTHORITY\SYSTEM) attempted to accept a connection as a server on TCP port 139 from 10.76.104.29 using interface Wired\Intel(R) PRO/100 S Desktop Adapter. The specified action was taken to set Host Address as Untrusted host (locally and globally).
Mon_Jun__1_18:20:01_PDT_2009|h323-test|10.77.152.132|51|448|2009-06-02 06:06:27.453|The process 'System' (as user NT AUTHORITY\SYSTEM) attempted to accept a connection as a server on TCP port 139 from 10.77.153.4 using interface Wired\Intel(R) PRO/100 VE Network Connection. The specified action was taken to set Host Address as Untrusted host (locally and globally).
Mon_Jun__1_18:20:01_PDT_2009|wilshen-wxp03|171.70.231.33|1920|523|2009-06-01 18:18:21.887|The process 'C:\Program Files\PFU\ScanSnap\CardMinder V3.0\CardLauncher.exe' (as user CISCO\wilshen) attempted to capture all keystrokes. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|gnittur-wxp|64.101.54.196|1883|547|2009-06-01 18:18:33.893|The process 'C:\WINDOWS\system32\winlogon.exe' (as user NT AUTHORITY\SYSTEM) attempted to call the function LoadLibraryExW("C:\WINDOWS\system32\wbem\wbemprox.dll") from a buffer (the return address was 0x5507507b). The code at this address is '10508b45 0c508b45 0850ff15 e4ea0955 8bd885db 74113bf3 740df645 10027507' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack.  The operation was allowed.
Mon_Jun__1_18:20:01_PDT_2009|kenchen-wxp04|10.19.243.90|1922|833|2009-06-01 18:18:27.303|The process 'C:\WINDOWS\system32\WgaTray.exe' (as user CISCO\kenchen) attempted to access a resource which resulted in the user being asked the following question. 'The process C:\WINDOWS\system32\WgaTray.exe is attempting to invoke a system function from a buffer. Do you wish to allow this?' The user was queried and a 'No' response was received.
Mon_Jun__1_18:20:01_PDT_2009|kenchen-wxp04|10.19.243.90|1690|774|2009-06-01 18:18:27.317|The process 'C:\WINDOWS\system32\WgaTray.exe' (as user CISCO\kenchen) attempted to access physical memory. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|kenchen-wxp04|10.19.243.90|1922|549|2009-06-01 18:18:27.317|The process 'C:\WINDOWS\system32\WgaTray.exe' (as user CISCO\kenchen) attempted to call the function CreateFileA("C:\WINDOWS\system32\OEMBIOS.DAT") from a buffer (the return address was 0x2bb0ef4). The code at this address is '03536a01 68000000 8056ff15 ac111102 83f8ff89 45e0be00 000780e8 fc8067ff' This either happens when a process uses self-modifying code or when a process has been subverted by a buffer overflow attack. The operation was denied.
Mon_Jun__1_18:20:01_PDT_2009|emikubot-x200.webex.local|64.104.53.254|50|755|2009-06-02 10:18:30.813|The process 'C:\WINDOWS\system32\svchost.exe' (as user NT AUTHORITY\SYSTEM) attempted to load kernel module 'C:\WINDOWS\system32\drivers\Fastfat.sys' after boot time. The operation was allowed by a rule (rule defaults).
